"Customer_Age.x","Gender.x","Annual_Income.x","Credit_Score.x","Purchase_Category.x","BNPL_Provider.x","Purchase_Amount.x","Repayment_Status.x","Income_Bracket","Device_Type","Connection_Type","Checkout_Time_Seconds","Browser","Is_Bad","Cluster"
29,"Male",92692,510,"Beauty","Afterpay",164,"Paid On Time","Wealth-Tier","Mobile","4G/5G",56,"Chrome","0","3"
25,"Female",70702,729,"Groceries","Affirm",153,"Paid On Time","Wealth-Tier","Desktop","4G/5G",49,"Edge","0","2"
22,"Female",26948,622,"Fashion","Sezzle",298,"Paid On Time","Entry-Level","Mobile","VPN",23,"Safari","0","1"
59,"Female",103664,756,"Home & Furniture","Klarna",259,"Paid On Time","Wealth-Tier","Mobile","4G/5G",147,"Chrome","0","3"
45,"Female",77351,667,"Travel","Affirm",488,"Paid On Time","Wealth-Tier","Mobile","4G/5G",48,"Chrome","0","2"
22,"Female",74796,706,"Travel","Affirm",2069,"Late Payment","Wealth-Tier","Desktop","WiFi",19,"Firefox","0","2"
43,"Male",24047,668,"Travel","Affirm",2612,"Paid On Time","Entry-Level","Mobile","4G/5G",23,"Safari","0","1"
22,"Male",113119,370,"Home & Furniture","Klarna",187,"Paid On Time","Wealth-Tier","Mobile","4G/5G",84,"Chrome","0","3"
39,"Female",71890,673,"Fashion","Klarna",182,"Paid On Time","Wealth-Tier","Desktop","4G/5G",92,"Firefox","0","2"
32,"Female",22711,756,"Travel","Affirm",2192,"Paid On Time","Entry-Level","Desktop","WiFi",92,"Edge","0","1"
30,"Female",92153,415,"Home & Furniture","Sezzle",220,"Paid On Time","Wealth-Tier","Mobile","VPN",154,"Firefox","0","3"
45,"Male",57458,580,"Groceries","Sezzle",103,"Paid On Time","Mid-Tier","Desktop","WiFi",155,"Chrome","0","2"
50,"Male",98914,672,"Beauty","Afterpay",122,"Paid On Time","Wealth-Tier","Desktop","WiFi",98,"Edge","0","3"
60,"Female",55335,721,"Fashion","Klarna",224,"Paid On Time","Mid-Tier","Desktop","4G/5G",177,"Chrome","0","2"
40,"Male",53325,421,"Home & Furniture","Klarna",273,"Paid On Time","Mid-Tier","Mobile","WiFi",40,"Chrome","0","1"
50,"Female",99335,570,"Fashion","Afterpay",167,"Defaulted","Wealth-Tier","Tablet","WiFi",84,"Safari","1","3"
60,"Female",86268,744,"Groceries","Affirm",240,"Paid On Time","Wealth-Tier","Mobile","VPN",16,"Firefox","0","2"
35,"Male",84862,619,"Fashion","Afterpay",148,"Paid On Time","Wealth-Tier","Mobile","4G/5G",154,"Safari","0","2"
47,"Female",98930,654,"Electronics","Afterpay",1395,"Paid On Time","Wealth-Tier","Mobile","4G/5G",22,"Firefox","0","3"
43,"Female",28366,579,"Electronics","Sezzle",587,"Paid On Time","Entry-Level","Mobile","4G/5G",81,"Edge","0","1"
33,"Male",61107,422,"Electronics","Klarna",1231,"Paid On Time","Mid-Tier","Mobile","WiFi",73,"Edge","0","2"
30,"Female",49740,468,"Travel","Sezzle",1955,"Late Payment","Mid-Tier","Desktop","WiFi",96,"Edge","0","1"
56,"Female",37365,413,"Home & Furniture","Afterpay",179,"Paid On Time","Mid-Tier","Mobile","4G/5G",111,"Chrome","0","1"
50,"Male",28876,400,"Fashion","Klarna",131,"Defaulted","Entry-Level","Desktop","WiFi",59,"Chrome","1","1"
43,"Male",92714,834,"Home & Furniture","Affirm",298,"Paid On Time","Wealth-Tier","Desktop","4G/5G",177,"Safari","0","3"
18,"Male",103456,830,"Home & Furniture","Afterpay",221,"Paid On Time","Wealth-Tier","Mobile","WiFi",96,"Safari","0","3"
55,"Female",50344,473,"Home & Furniture","Afterpay",193,"Defaulted","Mid-Tier","Tablet","4G/5G",137,"Firefox","1","1"
19,"Male",102998,438,"Fashion","Klarna",241,"Paid On Time","Wealth-Tier","Desktop","WiFi",162,"Firefox","0","3"
23,"Male",78315,350,"Electronics","Afterpay",1694,"Paid On Time","Wealth-Tier","Mobile","WiFi",35,"Firefox","0","2"
63,"Male",26107,346,"Groceries","Affirm",275,"Late Payment","Entry-Level","Mobile","WiFi",40,"Edge","0","1"
55,"Male",102455,317,"Groceries","Klarna",106,"Paid On Time","Wealth-Tier","Mobile","WiFi",33,"Chrome","0","3"
59,"Male",26372,391,"Beauty","Affirm",66,"Late Payment","Entry-Level","Desktop","4G/5G",138,"Firefox","0","1"
41,"Female",47767,723,"Fashion","Affirm",135,"Paid On Time","Mid-Tier","Desktop","4G/5G",8,"Chrome","0","1"
35,"Female",70461,331,"Electronics","Klarna",1701,"Paid On Time","Wealth-Tier","Mobile","WiFi",113,"Safari","0","2"
44,"Female",46834,720,"Home & Furniture","Klarna",231,"Paid On Time","Mid-Tier","Mobile","WiFi",165,"Safari","0","1"
58,"Female",29382,723,"Home & Furniture","Klarna",173,"Paid On Time","Entry-Level","Desktop","4G/5G",46,"Chrome","0","1"
25,"Female",20039,496,"Electronics","Klarna",1822,"Defaulted","Entry-Level","Tablet","4G/5G",82,"Edge","1","1"
45,"Male",42842,688,"Groceries","Afterpay",83,"Paid On Time","Mid-Tier","Mobile","WiFi",102,"Safari","0","1"
27,"Female",63247,663,"Beauty","Klarna",54,"Paid On Time","Mid-Tier","Desktop","WiFi",16,"Edge","0","2"
34,"Male",44884,388,"Groceries","Affirm",180,"Late Payment","Mid-Tier","Desktop","WiFi",151,"Chrome","0","1"
46,"Male",34614,675,"Electronics","Sezzle",1548,"Paid On Time","Mid-Tier","Mobile","WiFi",75,"Firefox","0","1"
23,"Male",57617,671,"Electronics","Klarna",404,"Late Payment","Mid-Tier","Tablet","4G/5G",117,"Edge","0","2"
31,"Male",88354,438,"Travel","Sezzle",1217,"Paid On Time","Wealth-Tier","Mobile","4G/5G",9,"Firefox","0","3"
39,"Male",112360,565,"Fashion","Afterpay",155,"Defaulted","Wealth-Tier","Tablet","WiFi",104,"Firefox","1","3"
23,"Male",63149,422,"Groceries","Afterpay",255,"Late Payment","Mid-Tier","Desktop","WiFi",164,"Edge","0","2"
43,"Female",34878,680,"Home & Furniture","Affirm",74,"Late Payment","Mid-Tier","Tablet","4G/5G",173,"Edge","0","1"
56,"Female",75030,782,"Electronics","Sezzle",818,"Paid On Time","Wealth-Tier","Mobile","WiFi",146,"Edge","0","2"
29,"Male",102437,456,"Travel","Affirm",2191,"Paid On Time","Wealth-Tier","Mobile","4G/5G",73,"Edge","0","3"
52,"Non-Binary",81312,834,"Travel","Afterpay",2682,"Late Payment","Wealth-Tier","Tablet","WiFi",93,"Edge","0","2"
31,"Female",64490,733,"Groceries","Klarna",136,"Paid On Time","Mid-Tier","Mobile","4G/5G",51,"Safari","0","2"
39,"Female",26838,304,"Groceries","Afterpay",163,"Paid On Time","Entry-Level","Mobile","WiFi",36,"Edge","0","1"
40,"Female",71435,725,"Beauty","Sezzle",128,"Paid On Time","Wealth-Tier","Mobile","WiFi",150,"Safari","0","2"
24,"Male",83956,544,"Beauty","Afterpay",244,"Late Payment","Wealth-Tier","Desktop","WiFi",81,"Edge","0","2"
57,"Non-Binary",38037,628,"Travel","Klarna",1277,"Late Payment","Mid-Tier","Desktop","4G/5G",98,"Safari","0","1"
42,"Female",39577,428,"Fashion","Klarna",60,"Defaulted","Mid-Tier","Desktop","WiFi",85,"Chrome","1","1"
30,"Male",39182,727,"Travel","Sezzle",1435,"Paid On Time","Mid-Tier","Mobile","WiFi",132,"Chrome","0","1"
38,"Male",44097,496,"Travel","Affirm",2768,"Paid On Time","Mid-Tier","Mobile","WiFi",7,"Chrome","0","1"
58,"Male",88807,379,"Travel","Klarna",2053,"Late Payment","Wealth-Tier","Desktop","WiFi",50,"Chrome","0","3"
27,"Female",63664,619,"Groceries","Afterpay",204,"Paid On Time","Mid-Tier","Mobile","4G/5G",87,"Chrome","0","2"
26,"Male",118909,628,"Beauty","Afterpay",248,"Paid On Time","Wealth-Tier","Desktop","WiFi",175,"Safari","0","3"
32,"Female",68107,414,"Fashion","Sezzle",104,"Paid On Time","Mid-Tier","Mobile","4G/5G",156,"Chrome","0","2"
19,"Female",73627,715,"Groceries","Affirm",184,"Paid On Time","Wealth-Tier","Mobile","4G/5G",134,"Firefox","0","2"
42,"Male",79101,524,"Electronics","Afterpay",491,"Late Payment","Wealth-Tier","Desktop","4G/5G",48,"Edge","0","2"
30,"Female",41761,562,"Groceries","Klarna",124,"Paid On Time","Mid-Tier","Mobile","4G/5G",124,"Edge","0","1"
51,"Female",41135,442,"Beauty","Affirm",185,"Late Payment","Mid-Tier","Desktop","WiFi",145,"Chrome","0","1"
51,"Male",94564,781,"Electronics","Sezzle",357,"Paid On Time","Wealth-Tier","Mobile","VPN",111,"Edge","0","3"
52,"Female",66277,687,"Travel","Afterpay",1695,"Paid On Time","Mid-Tier","Mobile","WiFi",77,"Safari","0","2"
55,"Female",101908,547,"Groceries","Klarna",57,"Paid On Time","Wealth-Tier","Mobile","VPN",95,"Safari","0","3"
20,"Female",32369,695,"Home & Furniture","Klarna",214,"Paid On Time","Mid-Tier","Mobile","4G/5G",106,"Chrome","0","1"
59,"Female",50796,525,"Home & Furniture","Afterpay",248,"Paid On Time","Mid-Tier","Mobile","WiFi",177,"Chrome","0","1"
23,"Male",39362,359,"Electronics","Sezzle",878,"Paid On Time","Mid-Tier","Mobile","4G/5G",81,"Chrome","0","1"
36,"Male",94169,801,"Home & Furniture","Klarna",267,"Paid On Time","Wealth-Tier","Mobile","WiFi",22,"Safari","0","3"
20,"Non-Binary",101795,736,"Beauty","Afterpay",291,"Paid On Time","Wealth-Tier","Mobile","WiFi",74,"Safari","0","3"
35,"Female",107303,742,"Groceries","Afterpay",75,"Paid On Time","Wealth-Tier","Mobile","4G/5G",80,"Chrome","0","3"
56,"Male",68458,412,"Travel","Afterpay",482,"Paid On Time","Mid-Tier","Mobile","VPN",66,"Edge","0","2"
26,"Female",109222,340,"Travel","Afterpay",565,"Paid On Time","Wealth-Tier","Desktop","WiFi",36,"Edge","0","3"
29,"Female",113208,686,"Fashion","Sezzle",249,"Paid On Time","Wealth-Tier","Mobile","4G/5G",96,"Safari","0","3"
22,"Male",32690,492,"Beauty","Sezzle",225,"Paid On Time","Mid-Tier","Mobile","4G/5G",15,"Firefox","0","1"
20,"Female",102873,467,"Travel","Affirm",2569,"Paid On Time","Wealth-Tier","Mobile","WiFi",84,"Safari","0","3"
28,"Male",24802,511,"Beauty","Afterpay",41,"Paid On Time","Entry-Level","Mobile","4G/5G",136,"Safari","0","1"
47,"Female",24969,369,"Home & Furniture","Sezzle",255,"Paid On Time","Entry-Level","Mobile","WiFi",18,"Edge","0","1"
21,"Male",81859,470,"Travel","Klarna",2898,"Late Payment","Wealth-Tier","Mobile","WiFi",54,"Safari","0","2"
22,"Male",39648,658,"Home & Furniture","Afterpay",209,"Defaulted","Mid-Tier","Tablet","WiFi",76,"Firefox","1","1"
18,"Female",81542,340,"Fashion","Sezzle",213,"Paid On Time","Wealth-Tier","Mobile","4G/5G",163,"Edge","0","2"
44,"Female",104538,451,"Home & Furniture","Sezzle",234,"Paid On Time","Wealth-Tier","Mobile","WiFi",102,"Edge","0","3"
45,"Female",68617,612,"Home & Furniture","Sezzle",26,"Paid On Time","Mid-Tier","Desktop","WiFi",130,"Firefox","0","2"
46,"Male",102402,802,"Fashion","Afterpay",119,"Paid On Time","Wealth-Tier","Mobile","4G/5G",174,"Firefox","0","3"
35,"Female",32020,610,"Electronics","Afterpay",427,"Paid On Time","Mid-Tier","Mobile","WiFi",173,"Edge","0","1"
29,"Male",65578,521,"Groceries","Sezzle",243,"Paid On Time","Mid-Tier","Mobile","VPN",137,"Safari","0","2"
30,"Female",96891,425,"Fashion","Afterpay",71,"Late Payment","Wealth-Tier","Desktop","WiFi",39,"Firefox","0","3"
58,"Female",25190,684,"Groceries","Klarna",236,"Paid On Time","Entry-Level","Mobile","4G/5G",11,"Edge","0","1"
19,"Male",100212,517,"Fashion","Klarna",276,"Paid On Time","Wealth-Tier","Mobile","4G/5G",59,"Chrome","0","3"
54,"Male",68389,383,"Electronics","Sezzle",881,"Late Payment","Mid-Tier","Desktop","4G/5G",98,"Edge","0","2"
62,"Non-Binary",103427,764,"Travel","Affirm",2321,"Paid On Time","Wealth-Tier","Mobile","VPN",117,"Edge","0","3"
33,"Non-Binary",51712,779,"Groceries","Afterpay",248,"Paid On Time","Mid-Tier","Mobile","4G/5G",147,"Safari","0","1"
41,"Female",107686,308,"Travel","Affirm",2261,"Paid On Time","Wealth-Tier","Mobile","4G/5G",54,"Firefox","0","3"
52,"Female",58844,796,"Home & Furniture","Afterpay",254,"Paid On Time","Mid-Tier","Desktop","VPN",174,"Firefox","0","2"
39,"Female",22875,730,"Travel","Afterpay",821,"Paid On Time","Entry-Level","Mobile","WiFi",7,"Firefox","0","1"
53,"Male",35518,768,"Travel","Afterpay",859,"Late Payment","Mid-Tier","Tablet","WiFi",160,"Edge","0","1"
28,"Male",104081,836,"Groceries","Afterpay",257,"Paid On Time","Wealth-Tier","Mobile","WiFi",140,"Firefox","0","3"
63,"Male",79610,558,"Home & Furniture","Afterpay",79,"Paid On Time","Wealth-Tier","Mobile","WiFi",83,"Edge","0","2"
46,"Male",75318,814,"Fashion","Klarna",119,"Paid On Time","Wealth-Tier","Desktop","VPN",24,"Edge","0","2"
52,"Male",44448,801,"Fashion","Afterpay",112,"Paid On Time","Mid-Tier","Mobile","4G/5G",114,"Edge","0","1"
32,"Male",96456,600,"Home & Furniture","Affirm",285,"Late Payment","Wealth-Tier","Tablet","WiFi",151,"Firefox","0","3"
48,"Female",81785,423,"Beauty","Affirm",202,"Paid On Time","Wealth-Tier","Mobile","4G/5G",56,"Edge","0","2"
59,"Female",70211,336,"Groceries","Sezzle",140,"Paid On Time","Wealth-Tier","Mobile","WiFi",9,"Chrome","0","2"
58,"Female",56024,845,"Travel","Affirm",2131,"Paid On Time","Mid-Tier","Desktop","WiFi",172,"Safari","0","2"
60,"Male",59458,743,"Travel","Klarna",1295,"Paid On Time","Mid-Tier","Desktop","4G/5G",176,"Edge","0","2"
33,"Male",52817,410,"Beauty","Affirm",42,"Late Payment","Mid-Tier","Desktop","4G/5G",170,"Chrome","0","1"
27,"Female",57742,516,"Fashion","Sezzle",119,"Paid On Time","Mid-Tier","Mobile","4G/5G",15,"Chrome","0","2"
49,"Male",92500,429,"Beauty","Sezzle",91,"Defaulted","Wealth-Tier","Tablet","4G/5G",54,"Firefox","1","3"
19,"Male",104213,628,"Home & Furniture","Affirm",29,"Paid On Time","Wealth-Tier","Desktop","4G/5G",67,"Safari","0","3"
41,"Female",99795,393,"Groceries","Sezzle",127,"Paid On Time","Wealth-Tier","Desktop","4G/5G",138,"Edge","0","3"
40,"Male",77513,778,"Beauty","Klarna",262,"Paid On Time","Wealth-Tier","Desktop","WiFi",79,"Safari","0","2"
19,"Female",68276,328,"Fashion","Affirm",144,"Late Payment","Mid-Tier","Desktop","4G/5G",68,"Firefox","0","2"
55,"Female",71357,313,"Home & Furniture","Afterpay",69,"Paid On Time","Wealth-Tier","Mobile","4G/5G",49,"Safari","0","2"
48,"Male",35934,435,"Travel","Afterpay",1784,"Defaulted","Mid-Tier","Desktop","VPN",149,"Edge","1","1"
57,"Female",117317,342,"Home & Furniture","Klarna",259,"Paid On Time","Wealth-Tier","Mobile","WiFi",52,"Safari","0","3"
43,"Female",66121,336,"Groceries","Affirm",101,"Late Payment","Mid-Tier","Desktop","WiFi",25,"Chrome","0","2"
46,"Female",34201,838,"Fashion","Klarna",242,"Paid On Time","Mid-Tier","Desktop","4G/5G",126,"Safari","0","1"
20,"Female",59517,480,"Travel","Affirm",1369,"Paid On Time","Mid-Tier","Mobile","WiFi",108,"Safari","0","2"
31,"Female",57637,447,"Travel","Sezzle",2660,"Paid On Time","Mid-Tier","Desktop","WiFi",48,"Chrome","0","2"
42,"Male",107510,483,"Home & Furniture","Klarna",176,"Paid On Time","Wealth-Tier","Mobile","4G/5G",152,"Firefox","0","3"
18,"Male",71078,501,"Electronics","Sezzle",1522,"Paid On Time","Wealth-Tier","Mobile","WiFi",138,"Safari","0","2"
20,"Female",24990,452,"Travel","Sezzle",940,"Defaulted","Entry-Level","Desktop","4G/5G",142,"Firefox","1","1"
43,"Male",96267,366,"Groceries","Afterpay",298,"Paid On Time","Wealth-Tier","Mobile","4G/5G",94,"Firefox","0","3"
35,"Female",102323,540,"Groceries","Sezzle",62,"Late Payment","Wealth-Tier","Desktop","WiFi",39,"Firefox","0","3"
26,"Female",85994,611,"Home & Furniture","Afterpay",226,"Paid On Time","Wealth-Tier","Mobile","WiFi",22,"Edge","0","2"
55,"Female",102053,570,"Electronics","Afterpay",732,"Late Payment","Wealth-Tier","Desktop","WiFi",60,"Safari","0","3"
40,"Male",33011,492,"Groceries","Afterpay",265,"Late Payment","Mid-Tier","Mobile","WiFi",13,"Chrome","0","1"
38,"Female",57553,382,"Beauty","Sezzle",111,"Paid On Time","Mid-Tier","Mobile","WiFi",64,"Safari","0","2"
18,"Male",112698,565,"Groceries","Afterpay",46,"Paid On Time","Wealth-Tier","Mobile","WiFi",156,"Edge","0","3"
38,"Female",27389,767,"Home & Furniture","Klarna",270,"Paid On Time","Entry-Level","Desktop","4G/5G",25,"Safari","0","1"
44,"Female",65135,797,"Groceries","Sezzle",191,"Paid On Time","Mid-Tier","Mobile","WiFi",170,"Safari","0","2"
59,"Female",113103,611,"Groceries","Afterpay",95,"Paid On Time","Wealth-Tier","Mobile","4G/5G",87,"Chrome","0","3"
23,"Male",104174,834,"Beauty","Klarna",151,"Paid On Time","Wealth-Tier","Mobile","WiFi",159,"Safari","0","3"
61,"Female",115711,532,"Fashion","Sezzle",188,"Paid On Time","Wealth-Tier","Mobile","WiFi",170,"Firefox","0","3"
53,"Female",79732,491,"Electronics","Klarna",1840,"Paid On Time","Wealth-Tier","Mobile","4G/5G",35,"Edge","0","2"
45,"Male",24021,783,"Fashion","Sezzle",162,"Paid On Time","Entry-Level","Desktop","WiFi",38,"Firefox","0","1"
62,"Female",92807,389,"Electronics","Klarna",564,"Late Payment","Wealth-Tier","Desktop","4G/5G",53,"Chrome","0","3"
34,"Female",52384,491,"Home & Furniture","Klarna",32,"Paid On Time","Mid-Tier","Mobile","VPN",52,"Firefox","0","1"
57,"Female",80569,467,"Beauty","Affirm",132,"Late Payment","Wealth-Tier","Desktop","4G/5G",32,"Chrome","0","2"
20,"Male",58003,501,"Beauty","Afterpay",60,"Paid On Time","Mid-Tier","Desktop","WiFi",116,"Chrome","0","2"
29,"Female",100611,662,"Electronics","Klarna",1265,"Paid On Time","Wealth-Tier","Mobile","4G/5G",177,"Firefox","0","3"
56,"Female",44026,784,"Home & Furniture","Sezzle",202,"Paid On Time","Mid-Tier","Mobile","WiFi",98,"Safari","0","1"
29,"Female",109717,683,"Home & Furniture","Klarna",42,"Paid On Time","Wealth-Tier","Mobile","4G/5G",143,"Chrome","0","3"
19,"Female",38000,533,"Travel","Affirm",2560,"Paid On Time","Mid-Tier","Mobile","WiFi",88,"Firefox","0","1"
63,"Male",94175,844,"Fashion","Affirm",264,"Paid On Time","Wealth-Tier","Desktop","4G/5G",159,"Edge","0","3"
39,"Male",52059,745,"Beauty","Affirm",73,"Paid On Time","Mid-Tier","Desktop","4G/5G",76,"Chrome","0","1"
40,"Male",77102,663,"Groceries","Sezzle",114,"Paid On Time","Wealth-Tier","Mobile","WiFi",83,"Safari","0","2"
47,"Male",79161,415,"Beauty","Klarna",272,"Defaulted","Wealth-Tier","Tablet","4G/5G",103,"Firefox","1","2"
22,"Female",79963,406,"Fashion","Klarna",211,"Paid On Time","Wealth-Tier","Mobile","4G/5G",136,"Chrome","0","2"
26,"Male",34010,329,"Electronics","Affirm",1401,"Paid On Time","Mid-Tier","Mobile","4G/5G",32,"Edge","0","1"
38,"Female",65970,612,"Fashion","Klarna",174,"Paid On Time","Mid-Tier","Mobile","4G/5G",69,"Edge","0","2"
28,"Female",93211,830,"Travel","Sezzle",1849,"Late Payment","Wealth-Tier","Tablet","WiFi",39,"Chrome","0","3"
22,"Male",27828,503,"Home & Furniture","Sezzle",276,"Late Payment","Entry-Level","Mobile","4G/5G",121,"Safari","0","1"
52,"Male",78113,589,"Groceries","Sezzle",233,"Paid On Time","Wealth-Tier","Desktop","WiFi",155,"Chrome","0","2"
44,"Female",52778,323,"Electronics","Afterpay",1846,"Paid On Time","Mid-Tier","Mobile","4G/5G",66,"Safari","0","1"
19,"Male",113874,370,"Electronics","Afterpay",1012,"Defaulted","Wealth-Tier","Desktop","4G/5G",34,"Firefox","1","3"
41,"Male",56593,602,"Groceries","Klarna",119,"Paid On Time","Mid-Tier","Desktop","WiFi",101,"Edge","0","2"
48,"Female",67491,786,"Home & Furniture","Afterpay",281,"Paid On Time","Mid-Tier","Desktop","WiFi",26,"Safari","0","2"
50,"Female",118183,669,"Travel","Klarna",1648,"Paid On Time","Wealth-Tier","Desktop","4G/5G",24,"Safari","0","3"
56,"Female",51790,579,"Beauty","Sezzle",210,"Paid On Time","Mid-Tier","Mobile","4G/5G",172,"Firefox","0","1"
47,"Female",69416,827,"Electronics","Klarna",1655,"Paid On Time","Mid-Tier","Desktop","WiFi",37,"Safari","0","2"
63,"Female",38151,580,"Fashion","Afterpay",246,"Paid On Time","Mid-Tier","Mobile","WiFi",83,"Safari","0","1"
54,"Male",95945,382,"Electronics","Klarna",1990,"Paid On Time","Wealth-Tier","Mobile","WiFi",161,"Edge","0","3"
45,"Non-Binary",96969,633,"Fashion","Sezzle",267,"Paid On Time","Wealth-Tier","Mobile","4G/5G",153,"Safari","0","3"
48,"Male",21152,394,"Groceries","Klarna",72,"Paid On Time","Entry-Level","Mobile","WiFi",42,"Chrome","0","1"
28,"Female",50680,574,"Fashion","Klarna",248,"Late Payment","Mid-Tier","Desktop","WiFi",50,"Edge","0","1"
40,"Female",108196,371,"Electronics","Klarna",943,"Paid On Time","Wealth-Tier","Mobile","WiFi",174,"Chrome","0","3"
19,"Female",40591,710,"Home & Furniture","Sezzle",26,"Paid On Time","Mid-Tier","Mobile","WiFi",177,"Safari","0","1"
57,"Non-Binary",27885,777,"Home & Furniture","Sezzle",206,"Paid On Time","Entry-Level","Mobile","WiFi",20,"Safari","0","1"
58,"Male",66177,493,"Fashion","Sezzle",38,"Paid On Time","Mid-Tier","Desktop","4G/5G",97,"Firefox","0","2"
44,"Male",76125,501,"Travel","Klarna",2021,"Late Payment","Wealth-Tier","Desktop","VPN",161,"Edge","0","2"
52,"Male",24577,340,"Fashion","Klarna",186,"Paid On Time","Entry-Level","Mobile","WiFi",11,"Chrome","0","1"
19,"Male",84623,454,"Travel","Affirm",2214,"Late Payment","Wealth-Tier","Mobile","4G/5G",27,"Safari","0","2"
56,"Female",68144,671,"Home & Furniture","Sezzle",104,"Paid On Time","Mid-Tier","Desktop","WiFi",171,"Firefox","0","2"
54,"Male",53125,774,"Fashion","Afterpay",271,"Paid On Time","Mid-Tier","Mobile","WiFi",96,"Chrome","0","1"
38,"Female",21186,338,"Fashion","Afterpay",218,"Defaulted","Entry-Level","Desktop","WiFi",179,"Edge","1","1"
22,"Female",64133,443,"Beauty","Sezzle",145,"Late Payment","Mid-Tier","Desktop","WiFi",123,"Chrome","0","2"
62,"Male",112018,480,"Fashion","Klarna",95,"Late Payment","Wealth-Tier","Desktop","WiFi",141,"Edge","0","3"
38,"Male",105695,846,"Beauty","Afterpay",134,"Paid On Time","Wealth-Tier","Mobile","4G/5G",114,"Firefox","0","3"
46,"Male",25230,507,"Beauty","Afterpay",122,"Defaulted","Entry-Level","Desktop","WiFi",88,"Chrome","1","1"
37,"Female",22465,838,"Fashion","Affirm",126,"Paid On Time","Entry-Level","Mobile","4G/5G",152,"Edge","0","1"
55,"Female",77715,332,"Groceries","Sezzle",197,"Paid On Time","Wealth-Tier","Mobile","WiFi",9,"Firefox","0","2"
37,"Male",77725,565,"Fashion","Klarna",40,"Paid On Time","Wealth-Tier","Mobile","4G/5G",112,"Edge","0","2"
42,"Male",59154,823,"Fashion","Sezzle",257,"Paid On Time","Mid-Tier","Mobile","VPN",57,"Edge","0","2"
19,"Male",108439,527,"Home & Furniture","Sezzle",232,"Paid On Time","Wealth-Tier","Mobile","WiFi",41,"Chrome","0","3"
49,"Male",45264,503,"Beauty","Sezzle",210,"Paid On Time","Mid-Tier","Mobile","4G/5G",20,"Edge","0","1"
43,"Female",26340,831,"Home & Furniture","Klarna",135,"Paid On Time","Entry-Level","Mobile","WiFi",93,"Firefox","0","1"
23,"Female",39213,845,"Fashion","Affirm",243,"Paid On Time","Mid-Tier","Mobile","4G/5G",64,"Safari","0","1"
58,"Female",78633,689,"Beauty","Sezzle",210,"Paid On Time","Wealth-Tier","Mobile","4G/5G",44,"Safari","0","2"
20,"Female",90045,536,"Beauty","Afterpay",50,"Paid On Time","Wealth-Tier","Mobile","WiFi",30,"Safari","0","3"
50,"Male",117738,559,"Travel","Afterpay",1443,"Paid On Time","Wealth-Tier","Mobile","WiFi",23,"Safari","0","3"
18,"Male",119659,531,"Fashion","Afterpay",180,"Paid On Time","Wealth-Tier","Mobile","4G/5G",52,"Edge","0","3"
22,"Female",113594,777,"Fashion","Sezzle",296,"Paid On Time","Wealth-Tier","Mobile","4G/5G",82,"Firefox","0","3"
30,"Male",54752,587,"Electronics","Sezzle",1118,"Paid On Time","Mid-Tier","Desktop","4G/5G",167,"Edge","0","2"
36,"Male",119004,731,"Fashion","Klarna",191,"Paid On Time","Wealth-Tier","Mobile","VPN",65,"Edge","0","3"
29,"Female",23675,486,"Beauty","Afterpay",94,"Paid On Time","Entry-Level","Mobile","WiFi",9,"Edge","0","1"
42,"Male",106964,541,"Fashion","Afterpay",273,"Paid On Time","Wealth-Tier","Mobile","4G/5G",18,"Edge","0","3"
52,"Female",81587,646,"Electronics","Klarna",1847,"Paid On Time","Wealth-Tier","Mobile","4G/5G",122,"Firefox","0","2"
29,"Female",64695,675,"Electronics","Affirm",1800,"Paid On Time","Mid-Tier","Mobile","4G/5G",119,"Firefox","0","2"
47,"Male",69178,468,"Beauty","Klarna",157,"Paid On Time","Mid-Tier","Desktop","4G/5G",43,"Chrome","0","2"
22,"Male",116602,536,"Electronics","Afterpay",1876,"Defaulted","Wealth-Tier","Desktop","VPN",103,"Edge","1","3"
51,"Male",24513,312,"Fashion","Affirm",137,"Defaulted","Entry-Level","Desktop","WiFi",25,"Firefox","1","1"
39,"Female",22409,728,"Home & Furniture","Afterpay",83,"Paid On Time","Entry-Level","Desktop","4G/5G",83,"Safari","0","1"
56,"Male",76726,363,"Home & Furniture","Sezzle",50,"Paid On Time","Wealth-Tier","Mobile","VPN",176,"Safari","0","2"
30,"Female",55351,630,"Beauty","Affirm",83,"Late Payment","Mid-Tier","Tablet","WiFi",114,"Firefox","0","2"
64,"Female",56862,435,"Groceries","Afterpay",61,"Paid On Time","Mid-Tier","Mobile","VPN",158,"Safari","0","2"
20,"Male",103263,720,"Electronics","Afterpay",869,"Paid On Time","Wealth-Tier","Mobile","WiFi",44,"Firefox","0","3"
37,"Female",93946,456,"Beauty","Affirm",238,"Paid On Time","Wealth-Tier","Mobile","4G/5G",12,"Chrome","0","3"
48,"Female",89707,693,"Beauty","Affirm",69,"Paid On Time","Wealth-Tier","Mobile","WiFi",41,"Safari","0","3"
22,"Male",66560,546,"Groceries","Affirm",103,"Paid On Time","Mid-Tier","Mobile","4G/5G",128,"Edge","0","2"
41,"Female",105688,466,"Fashion","Afterpay",35,"Defaulted","Wealth-Tier","Tablet","WiFi",105,"Edge","1","3"
57,"Female",66433,645,"Fashion","Klarna",281,"Paid On Time","Mid-Tier","Mobile","4G/5G",9,"Firefox","0","2"
50,"Male",42763,783,"Electronics","Sezzle",462,"Paid On Time","Mid-Tier","Mobile","WiFi",127,"Safari","0","1"
